,Year,Month,DayofMonth,DayOfWeek,DepTime,CRSDepTime,ArrTime,CRSArrTime,UniqueCarrier,FlightNum,TailNum,ActualElapsedTime,CRSElapsedTime,AirTime,ArrDelay,DepDelay,Origin,Dest,Distance,TaxiIn,TaxiOut,Cancelled,CancellationCode,Diverted,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay
50584,2008,1,18,5,1935.0,1645,2056.0,1815,WN,2133,N528SW,81.0,90.0,66.0,161.0,170.0,MHT,PHL,290,4.0,11.0,0,N,0,6.0,0.0,0.0,0.0,155.0
50587,2008,1,18,5,744.0,735,1135.0,1105,WN,806,N463WN,231.0,210.0,201.0,30.0,9.0,MHT,TPA,1204,4.0,26.0,0,N,0,0.0,0.0,30.0,0.0,0.0
50588,2008,1,18,5,2009.0,1935,2104.0,2050,WN,217,N350SW,55.0,75.0,42.0,14.0,34.0,MSY,BHM,321,6.0,7.0,0,N,0,,,,,
50592,2008,1,18,5,1619.0,1610,1732.0,1735,WN,3307,N234WN,73.0,85.0,57.0,-3.0,9.0,MSY,BNA,471,9.0,7.0,0,N,0,,,,,
50595,2008,1,18,5,1748.0,1735,1907.0,1900,WN,1360,N243WN,79.0,85.0,67.0,7.0,13.0,MSY,DAL,437,2.0,10.0,0,N,0,,,,,
50596,2008,1,18,5,1214.0,1110,1338.0,1235,WN,1376,N363SW,84.0,85.0,73.0,63.0,64.0,MSY,DAL,437,3.0,8.0,0,N,0,9.0,0.0,0.0,0.0,54.0
50597,2008,1,18,5,1439.0,1430,1610.0,1555,WN,1614,N406WN,91.0,85.0,75.0,15.0,9.0,MSY,DAL,437,4.0,12.0,0,N,0,7.0,0.0,6.0,0.0,2.0
50600,2008,1,18,5,1313.0,1305,1555.0,1545,WN,1412,N634SW,102.0,100.0,89.0,10.0,8.0,MSY,FLL,673,3.0,10.0,0,N,0,,,,,
50601,2008,1,18,5,2026.0,1945,2134.0,2055,WN,224,N635SW,68.0,70.0,59.0,39.0,41.0,MSY,HOU,303,3.0,6.0,0,N,0,5.0,0.0,0.0,0.0,34.0
50605,2008,1,18,5,1246.0,1225,1359.0,1335,WN,1462,N798SW,73.0,70.0,58.0,24.0,21.0,MSY,HOU,303,4.0,11.0,0,N,0,2.0,0.0,3.0,0.0,19.0
50606,2008,1,18,5,1837.0,1825,1949.0,1935,WN,2126,N376SW,72.0,70.0,63.0,14.0,12.0,MSY,HOU,303,3.0,6.0,0,N,0,,,,,
50608,2008,1,18,5,2235.0,2115,2350.0,2220,WN,3145,N379SW,75.0,65.0,64.0,90.0,80.0,MSY,HOU,303,4.0,7.0,0,N,0,11.0,0.0,10.0,0.0,69.0
50609,2008,1,18,5,1848.0,1655,2009.0,1805,WN,3415,N362SW,81.0,70.0,67.0,124.0,113.0,MSY,HOU,303,3.0,11.0,0,N,0,9.0,0.0,11.0,0.0,104.0
50611,2008,1,18,5,1347.0,1340,1504.0,1450,WN,3761,N220WN,77.0,70.0,67.0,14.0,7.0,MSY,HOU,303,2.0,8.0,0,N,0,,,,,
50613,2008,1,18,5,1829.0,1805,2008.0,2005,WN,3754,N212WN,219.0,240.0,206.0,3.0,24.0,MSY,LAS,1501,6.0,7.0,0,N,0,,,,,
50614,2008,1,18,5,1512.0,1450,1740.0,1730,WN,1322,N625SW,88.0,100.0,77.0,10.0,22.0,MSY,MCO,550,6.0,5.0,0,N,0,,,,,
50615,2008,1,18,5,2002.0,1950,2230.0,2225,WN,1404,N606SW,88.0,95.0,72.0,5.0,12.0,MSY,MCO,550,5.0,11.0,0,N,0,,,,,
50620,2008,1,18,5,1637.0,1625,1855.0,1845,WN,1162,N260WN,78.0,80.0,68.0,10.0,12.0,MSY,TPA,487,5.0,5.0,0,N,0,,,,,
50621,2008,1,18,5,901.0,855,1123.0,1120,WN,1271,N624SW,82.0,85.0,72.0,3.0,6.0,MSY,TPA,487,4.0,6.0,0,N,0,,,,,
50624,2008,1,18,5,1942.0,1935,2249.0,2245,WN,1347,N631SW,127.0,130.0,116.0,4.0,7.0,OAK,ABQ,889,3.0,8.0,0,N,0,,,,,
50626,2008,1,18,5,1136.0,1130,1730.0,1740,WN,2876,N768SW,234.0,250.0,221.0,-10.0,6.0,OAK,BNA,1959,5.0,8.0,0,N,0,,,,,
50631,2008,1,18,5,2050.0,2035,2154.0,2140,WN,641,N732SW,64.0,65.0,53.0,14.0,15.0,OAK,BUR,325,2.0,9.0,0,N,0,,,,,
50638,2008,1,18,5,1759.0,1750,1857.0,1855,WN,1464,N794SW,58.0,65.0,50.0,2.0,9.0,OAK,BUR,325,2.0,6.0,0,N,0,,,,,
50639,2008,1,18,5,739.0,730,836.0,835,WN,1611,N218WN,57.0,65.0,49.0,1.0,9.0,OAK,BUR,325,2.0,6.0,0,N,0,,,,,
50640,2008,1,18,5,1848.0,1835,1951.0,1940,WN,1848,N773SA,63.0,65.0,51.0,11.0,13.0,OAK,BUR,325,2.0,10.0,0,N,0,,,,,
50641,2008,1,18,5,1623.0,1610,1727.0,1715,WN,1932,N238WN,64.0,65.0,52.0,12.0,13.0,OAK,BUR,325,2.0,10.0,0,N,0,,,,,
50643,2008,1,18,5,2020.0,1935,2121.0,2040,WN,2628,N255WN,61.0,65.0,51.0,41.0,45.0,OAK,BUR,325,3.0,7.0,0,N,0,41.0,0.0,0.0,0.0,0.0
50644,2008,1,18,5,1530.0,1420,1631.0,1525,WN,2883,N436WN,61.0,65.0,52.0,66.0,70.0,OAK,BUR,325,2.0,7.0,0,N,0,32.0,0.0,0.0,0.0,34.0
50645,2008,1,18,5,1523.0,1510,1622.0,1615,WN,2959,N206WN,59.0,65.0,50.0,7.0,13.0,OAK,BUR,325,1.0,8.0,0,N,0,,,,,
50646,2008,1,18,5,653.0,645,1020.0,1010,WN,406,N382SW,147.0,145.0,128.0,10.0,8.0,OAK,DEN,957,6.0,13.0,0,N,0,,,,,
50647,2008,1,18,5,1716.0,1705,2048.0,2030,WN,578,N428WN,152.0,145.0,133.0,18.0,11.0,OAK,DEN,957,12.0,7.0,0,N,0,11.0,0.0,7.0,0.0,0.0
50648,2008,1,18,5,952.0,945,1313.0,1310,WN,836,N738CB,141.0,145.0,122.0,3.0,7.0,OAK,DEN,957,7.0,12.0,0,N,0,,,,,
50649,2008,1,18,5,1342.0,1330,1714.0,1655,WN,1527,N411WN,152.0,145.0,134.0,19.0,12.0,OAK,DEN,957,6.0,12.0,0,N,0,12.0,0.0,7.0,0.0,0.0
50650,2008,1,18,5,2028.0,2010,2344.0,2335,WN,2015,N778SW,136.0,145.0,124.0,9.0,18.0,OAK,DEN,957,5.0,7.0,0,N,0,,,,,
50653,2008,1,18,5,1614.0,1550,2144.0,2130,WN,809,N274WN,210.0,220.0,200.0,14.0,24.0,OAK,HOU,1642,3.0,7.0,0,N,0,,,,,
50655,2008,1,18,5,2146.0,2120,2300.0,2245,WN,901,N273WN,74.0,85.0,62.0,15.0,26.0,OAK,LAS,407,5.0,7.0,0,N,0,5.0,0.0,0.0,0.0,10.0
50660,2008,1,18,5,1831.0,1800,1952.0,1920,WN,1540,N348SW,81.0,80.0,66.0,32.0,31.0,OAK,LAS,407,5.0,10.0,0,N,0,19.0,0.0,1.0,0.0,12.0
50664,2008,1,18,5,1755.0,1720,1914.0,1845,WN,2466,N442WN,79.0,85.0,66.0,29.0,35.0,OAK,LAS,407,4.0,9.0,0,N,0,0.0,0.0,0.0,8.0,21.0
50665,2008,1,18,5,2015.0,2000,2135.0,2125,WN,3062,N412WN,80.0,85.0,70.0,10.0,15.0,OAK,LAS,407,5.0,5.0,0,N,0,,,,,
50667,2008,1,18,5,1922.0,1915,2041.0,2035,WN,3918,N728SW,79.0,80.0,64.0,6.0,7.0,OAK,LAS,407,4.0,11.0,0,N,0,,,,,
50668,2008,1,18,5,1547.0,1540,1715.0,1705,WN,3937,N486WN,88.0,85.0,74.0,10.0,7.0,OAK,LAS,407,4.0,10.0,0,N,0,,,,,
50672,2008,1,18,5,1548.0,1530,1653.0,1645,WN,375,N419WN,65.0,75.0,54.0,8.0,18.0,OAK,LAX,337,4.0,7.0,0,N,0,,,,,
50673,2008,1,18,5,1951.0,1930,2102.0,2050,WN,710,N223WN,71.0,80.0,54.0,12.0,21.0,OAK,LAX,337,6.0,11.0,0,N,0,,,,,
50675,2008,1,18,5,1208.0,1200,1316.0,1315,WN,725,N510SW,68.0,75.0,57.0,1.0,8.0,OAK,LAX,337,7.0,4.0,0,N,0,,,,,
50677,2008,1,18,5,1929.0,1900,2045.0,2015,WN,1302,N756SA,76.0,75.0,55.0,30.0,29.0,OAK,LAX,337,12.0,9.0,0,N,0,29.0,0.0,1.0,0.0,0.0
50681,2008,1,18,5,2227.0,2100,2353.0,2215,WN,1588,N639SW,86.0,75.0,64.0,98.0,87.0,OAK,LAX,337,6.0,16.0,0,N,0,17.0,0.0,11.0,0.0,70.0
50683,2008,1,18,5,1745.0,1700,1855.0,1815,WN,1860,N459WN,70.0,75.0,59.0,40.0,45.0,OAK,LAX,337,4.0,7.0,0,N,0,37.0,0.0,0.0,0.0,3.0
50687,2008,1,18,5,1307.0,1300,1415.0,1415,WN,3068,N343SW,68.0,75.0,55.0,0.0,7.0,OAK,LAX,337,6.0,7.0,0,N,0,,,,,
50695,2008,1,18,5,1457.0,1445,2051.0,2045,WN,2898,N494WN,234.0,240.0,219.0,6.0,12.0,OAK,MDW,1844,7.0,8.0,0,N,0,,,,,
50696,2008,1,18,5,1900.0,1845,2009.0,2000,WN,1098,N515SW,69.0,75.0,58.0,9.0,15.0,OAK,ONT,361,3.0,8.0,0,N,0,,,,,
50698,2008,1,18,5,1513.0,1445,1621.0,1600,WN,1482,N649SW,68.0,75.0,56.0,21.0,28.0,OAK,ONT,361,4.0,8.0,0,N,0,6.0,0.0,0.0,0.0,15.0
50700,2008,1,18,5,1342.0,1330,1452.0,1445,WN,1605,N311SW,70.0,75.0,60.0,7.0,12.0,OAK,ONT,361,3.0,7.0,0,N,0,,,,,
50701,2008,1,18,5,2109.0,2025,2217.0,2140,WN,2451,N726SW,68.0,75.0,55.0,37.0,44.0,OAK,ONT,361,4.0,9.0,0,N,0,37.0,0.0,0.0,0.0,0.0
50702,2008,1,18,5,2117.0,2105,2233.0,2220,WN,2984,N710SW,76.0,75.0,58.0,13.0,12.0,OAK,ONT,361,5.0,13.0,0,N,0,,,,,
50706,2008,1,18,5,1618.0,1600,1724.0,1715,WN,3492,N299WN,66.0,75.0,56.0,9.0,18.0,OAK,ONT,361,3.0,7.0,0,N,0,,,,,
50707,2008,1,18,5,1817.0,1750,1928.0,1905,WN,3677,N354SW,71.0,75.0,58.0,23.0,27.0,OAK,ONT,361,5.0,8.0,0,N,0,6.0,0.0,0.0,0.0,17.0
50708,2008,1,18,5,2144.0,2035,2318.0,2215,WN,126,N600WN,94.0,100.0,86.0,63.0,69.0,OAK,PDX,543,2.0,6.0,0,N,0,10.0,0.0,0.0,0.0,53.0
50709,2008,1,18,5,649.0,640,823.0,825,WN,633,N523SW,94.0,105.0,86.0,-2.0,9.0,OAK,PDX,543,1.0,7.0,0,N,0,,,,,
50713,2008,1,18,5,1438.0,1430,1616.0,1610,WN,2612,N366SW,98.0,100.0,89.0,6.0,8.0,OAK,PDX,543,2.0,7.0,0,N,0,,,,,
50714,2008,1,18,5,1905.0,1840,2155.0,2135,WN,98,N711HK,110.0,115.0,93.0,20.0,25.0,OAK,PHX,646,7.0,10.0,0,N,0,20.0,0.0,0.0,0.0,0.0
50716,2008,1,18,5,1347.0,1340,1636.0,1630,WN,730,N692SW,109.0,110.0,96.0,6.0,7.0,OAK,PHX,646,4.0,9.0,0,N,0,,,,,
50719,2008,1,18,5,1623.0,1610,1916.0,1905,WN,3317,N389SW,113.0,115.0,99.0,11.0,13.0,OAK,PHX,646,6.0,8.0,0,N,0,,,,,
50720,2008,1,18,5,614.0,600,858.0,855,WN,3852,N720WN,104.0,115.0,92.0,3.0,14.0,OAK,PHX,646,6.0,6.0,0,N,0,,,,,
50724,2008,1,18,5,1836.0,1725,1923.0,1815,WN,2970,N436WN,47.0,50.0,35.0,68.0,71.0,OAK,RNO,180,4.0,8.0,0,N,0,6.0,0.0,0.0,0.0,62.0
50727,2008,1,18,5,2111.0,2055,2234.0,2220,WN,525,N386SW,83.0,85.0,69.0,14.0,16.0,OAK,SAN,446,3.0,11.0,0,N,0,,,,,
50728,2008,1,18,5,2237.0,2125,3.0,2250,WN,1007,N398SW,86.0,85.0,67.0,73.0,72.0,OAK,SAN,446,3.0,16.0,0,N,0,18.0,0.0,1.0,0.0,54.0
50730,2008,1,18,5,1338.0,1305,1508.0,1430,WN,1196,N470WN,90.0,85.0,68.0,38.0,33.0,OAK,SAN,446,12.0,10.0,0,N,0,10.0,0.0,5.0,0.0,23.0
50733,2008,1,18,5,1904.0,1815,2023.0,1940,WN,1553,N602SW,79.0,85.0,69.0,43.0,49.0,OAK,SAN,446,3.0,7.0,0,N,0,6.0,0.0,0.0,0.0,37.0
50736,2008,1,18,5,2116.0,1955,2244.0,2120,WN,1685,N436WN,88.0,85.0,68.0,84.0,81.0,OAK,SAN,446,4.0,16.0,0,N,0,0.0,0.0,3.0,14.0,67.0
50738,2008,1,18,5,1725.0,1700,1844.0,1825,WN,2965,N695SW,79.0,85.0,70.0,19.0,25.0,OAK,SAN,446,3.0,6.0,0,N,0,12.0,0.0,0.0,0.0,7.0
50739,2008,1,18,5,1819.0,1740,1939.0,1905,WN,3057,N408WN,80.0,85.0,66.0,34.0,39.0,OAK,SAN,446,4.0,10.0,0,N,0,34.0,0.0,0.0,0.0,0.0
50741,2008,1,18,5,1933.0,1920,2055.0,2045,WN,3487,N309SW,82.0,85.0,71.0,10.0,13.0,OAK,SAN,446,4.0,7.0,0,N,0,,,,,
50742,2008,1,18,5,1632.0,1600,1747.0,1725,WN,3514,N282WN,75.0,85.0,69.0,22.0,32.0,OAK,SAN,446,2.0,4.0,0,N,0,5.0,0.0,0.0,0.0,17.0
50747,2008,1,18,5,1702.0,1650,1856.0,1850,WN,2443,N689SW,114.0,120.0,101.0,6.0,12.0,OAK,SEA,671,5.0,8.0,0,N,0,,,,,
50749,2008,1,18,5,2155.0,2105,2352.0,2305,WN,3764,N354SW,117.0,120.0,103.0,47.0,50.0,OAK,SEA,671,4.0,10.0,0,N,0,20.0,0.0,0.0,0.0,27.0
50750,2008,1,18,5,1859.0,1845,2056.0,2050,WN,3951,N686SW,117.0,125.0,108.0,6.0,14.0,OAK,SEA,671,4.0,5.0,0,N,0,,,,,
50752,2008,1,18,5,1246.0,1240,1518.0,1520,WN,1109,N227WN,92.0,100.0,81.0,-2.0,6.0,OAK,SLC,588,3.0,8.0,0,N,0,,,,,
50753,2008,1,18,5,1650.0,1640,1949.0,1920,WN,1601,N620SW,119.0,100.0,109.0,29.0,10.0,OAK,SLC,588,4.0,6.0,0,N,0,9.0,0.0,19.0,0.0,1.0
50754,2008,1,18,5,1052.0,1045,1333.0,1325,WN,1619,N299WN,101.0,100.0,89.0,8.0,7.0,OAK,SLC,588,3.0,9.0,0,N,0,,,,,
50755,2008,1,18,5,2105.0,2045,2340.0,2325,WN,3314,N742SW,95.0,100.0,83.0,15.0,20.0,OAK,SLC,588,5.0,7.0,0,N,0,12.0,0.0,0.0,0.0,3.0
50756,2008,1,18,5,2100.0,2030,2221.0,2150,WN,107,N298WN,81.0,80.0,66.0,31.0,30.0,OAK,SNA,371,5.0,10.0,0,N,0,9.0,0.0,1.0,0.0,21.0
50762,2008,1,18,5,1500.0,1450,1622.0,1610,WN,1674,N773SA,82.0,80.0,68.0,12.0,10.0,OAK,SNA,371,5.0,9.0,0,N,0,,,,,
50763,2008,1,18,5,1855.0,1835,2014.0,1955,WN,3414,N416WN,79.0,80.0,66.0,19.0,20.0,OAK,SNA,371,6.0,7.0,0,N,0,0.0,0.0,0.0,0.0,19.0
50766,2008,1,18,5,916.0,910,1235.0,1300,WN,2730,N288WN,139.0,170.0,128.0,-25.0,6.0,OKC,BWI,1180,3.0,8.0,0,N,0,,,,,
50767,2008,1,18,5,2038.0,1950,2122.0,2040,WN,271,N433LV,44.0,50.0,36.0,42.0,48.0,OKC,DAL,181,3.0,5.0,0,N,0,2.0,0.0,0.0,0.0,40.0
50771,2008,1,18,5,1646.0,1625,1738.0,1715,WN,1760,N680AA,52.0,50.0,39.0,23.0,21.0,OKC,DAL,181,4.0,9.0,0,N,0,10.0,0.0,2.0,0.0,11.0
50773,2008,1,18,5,1915.0,1850,1948.0,1930,WN,1274,N680AA,93.0,100.0,80.0,18.0,25.0,OKC,DEN,495,6.0,7.0,0,N,0,4.0,0.0,0.0,0.0,14.0
50776,2008,1,18,5,1352.0,1300,1519.0,1420,WN,1563,N270WN,87.0,80.0,76.0,59.0,52.0,OKC,HOU,419,3.0,8.0,0,N,0,0.0,0.0,7.0,0.0,52.0
50777,2008,1,18,5,1829.0,1815,1953.0,1935,WN,2011,N378SW,84.0,80.0,74.0,18.0,14.0,OKC,HOU,419,3.0,7.0,0,N,0,10.0,0.0,4.0,0.0,4.0
50778,2008,1,18,5,1413.0,1345,1454.0,1430,WN,179,N684WN,161.0,165.0,146.0,24.0,28.0,OKC,LAS,987,6.0,9.0,0,N,0,1.0,0.0,0.0,0.0,23.0
50781,2008,1,18,5,1608.0,1540,1710.0,1645,WN,1462,N798SW,62.0,65.0,50.0,25.0,28.0,OKC,MCI,313,5.0,7.0,0,N,0,6.0,0.0,0.0,0.0,19.0
50785,2008,1,18,5,1607.0,1540,1727.0,1705,WN,2294,N398SW,140.0,145.0,128.0,22.0,27.0,OKC,PHX,833,6.0,6.0,0,N,0,3.0,0.0,0.0,0.0,19.0
50787,2008,1,18,5,1711.0,1655,1821.0,1815,WN,2300,N643SW,70.0,80.0,60.0,6.0,16.0,OKC,STL,462,4.0,6.0,0,N,0,,,,,
50793,2008,1,18,5,1507.0,1450,1620.0,1610,WN,2094,N638SW,73.0,80.0,59.0,10.0,17.0,OMA,MDW,423,6.0,8.0,0,N,0,,,,,
50794,2008,1,18,5,1947.0,1930,2113.0,2050,WN,2560,N619SW,86.0,80.0,61.0,23.0,17.0,OMA,MDW,423,18.0,7.0,0,N,0,3.0,0.0,6.0,0.0,14.0
50797,2008,1,18,5,2016.0,2005,2147.0,2200,WN,628,N454WN,151.0,175.0,137.0,-13.0,11.0,OMA,PHX,1037,6.0,8.0,0,N,0,,,,,
50798,2008,1,18,5,1205.0,1145,1346.0,1340,WN,802,N308SA,161.0,175.0,145.0,6.0,20.0,OMA,PHX,1037,8.0,8.0,0,N,0,,,,,
50804,2008,1,18,5,1921.0,1905,2026.0,2005,WN,372,N683SW,65.0,60.0,45.0,21.0,16.0,ONT,LAS,197,7.0,13.0,0,N,0,4.0,0.0,5.0,0.0,12.0
50808,2008,1,18,5,1854.0,1815,1948.0,1915,WN,2381,N384SW,54.0,60.0,42.0,33.0,39.0,ONT,LAS,197,3.0,9.0,0,N,0,12.0,0.0,0.0,0.0,21.0
50809,2008,1,18,5,1307.0,1240,1407.0,1340,WN,2809,N489WN,60.0,60.0,43.0,27.0,27.0,ONT,LAS,197,4.0,13.0,0,N,0,0.0,0.0,0.0,0.0,27.0
50810,2008,1,18,5,1525.0,1415,1615.0,1515,WN,3334,N310SW,50.0,60.0,42.0,60.0,70.0,ONT,LAS,197,3.0,5.0,0,N,0,5.0,0.0,0.0,0.0,55.0
50813,2008,1,18,5,2120.0,2100,2345.0,2200,WN,3840,N299WN,145.0,60.0,44.0,105.0,20.0,ONT,LAS,197,89.0,12.0,0,N,0,8.0,0.0,85.0,0.0,12.0
50818,2008,1,18,5,2032.0,2020,2139.0,2135,WN,1339,N515SW,67.0,75.0,54.0,4.0,12.0,ONT,OAK,361,5.0,8.0,0,N,0,,,,,
50820,2008,1,18,5,1612.0,1540,1721.0,1655,WN,1592,N442WN,69.0,75.0,53.0,26.0,32.0,ONT,OAK,361,5.0,11.0,0,N,0,3.0,0.0,0.0,0.0,23.0
50824,2008,1,18,5,2002.0,1930,2114.0,2045,WN,3764,N354SW,72.0,75.0,53.0,29.0,32.0,ONT,OAK,361,10.0,9.0,0,N,0,8.0,0.0,0.0,0.0,21.0
50825,2008,1,18,5,1712.0,1705,1819.0,1820,WN,3951,N686SW,67.0,75.0,54.0,-1.0,7.0,ONT,OAK,361,5.0,8.0,0,N,0,,,,,
50831,2008,1,18,5,1659.0,1625,1914.0,1835,WN,1482,N649SW,75.0,70.0,58.0,39.0,34.0,ONT,PHX,325,8.0,9.0,0,N,0,13.0,0.0,5.0,0.0,21.0
50833,2008,1,18,5,1844.0,1830,2050.0,2040,WN,2295,N507SW,66.0,70.0,52.0,10.0,14.0,ONT,PHX,325,6.0,8.0,0,N,0,,,,,
50834,2008,1,18,5,1521.0,1515,1727.0,1725,WN,2453,N384SW,66.0,70.0,55.0,2.0,6.0,ONT,PHX,325,5.0,6.0,0,N,0,,,,,
50835,2008,1,18,5,752.0,740,1002.0,950,WN,3069,N293,70.0,70.0,54.0,12.0,12.0,ONT,PHX,325,7.0,9.0,0,N,0,,,,,
50836,2008,1,18,5,1341.0,1325,1548.0,1535,WN,3153,N416WN,67.0,70.0,53.0,13.0,16.0,ONT,PHX,325,6.0,8.0,0,N,0,,,,,
50838,2008,1,18,5,2133.0,2120,2232.0,2230,WN,42,N413WN,59.0,70.0,50.0,2.0,13.0,ONT,SJC,333,3.0,6.0,0,N,0,,,,,
50839,2008,1,18,5,1936.0,1920,2034.0,2030,WN,299,N284WN,58.0,70.0,49.0,4.0,16.0,ONT,SJC,333,2.0,7.0,0,N,0,,,,,
50843,2008,1,18,5,1525.0,1505,1627.0,1615,WN,1102,N311SW,62.0,70.0,52.0,12.0,20.0,ONT,SJC,333,2.0,8.0,0,N,0,,,,,
50845,2008,1,18,5,943.0,930,1044.0,1040,WN,2374,N317WN,61.0,70.0,51.0,4.0,13.0,ONT,SJC,333,4.0,6.0,0,N,0,,,,,
50846,2008,1,18,5,1740.0,1705,1841.0,1815,WN,2452,N687SW,61.0,70.0,51.0,26.0,35.0,ONT,SJC,333,3.0,7.0,0,N,0,6.0,0.0,0.0,0.0,20.0
50847,2008,1,18,5,1232.0,1205,1343.0,1320,WN,197,N460WN,71.0,75.0,60.0,23.0,27.0,ONT,SMF,389,4.0,7.0,0,N,0,0.0,0.0,0.0,0.0,23.0
50850,2008,1,18,5,2046.0,2030,2157.0,2150,WN,976,N308SA,71.0,80.0,60.0,7.0,16.0,ONT,SMF,389,5.0,6.0,0,N,0,,,,,
50851,2008,1,18,5,1559.0,1540,1712.0,1700,WN,1096,N683SW,73.0,80.0,60.0,12.0,19.0,ONT,SMF,389,5.0,8.0,0,N,0,,,,,
50855,2008,1,18,5,2237.0,2200,2351.0,2315,WN,2538,N726SW,74.0,75.0,56.0,36.0,37.0,ONT,SMF,389,3.0,15.0,0,N,0,0.0,0.0,0.0,0.0,36.0
50856,2008,1,18,5,1031.0,1025,1145.0,1145,WN,2986,N352SW,74.0,80.0,63.0,0.0,6.0,ONT,SMF,389,4.0,7.0,0,N,0,,,,,
50858,2008,1,18,5,1758.0,1740,1908.0,1900,WN,3579,N299WN,70.0,80.0,60.0,8.0,18.0,ONT,SMF,389,3.0,7.0,0,N,0,,,,,
50862,2008,1,18,5,2004.0,1950,2046.0,2040,WN,1251,N358SW,42.0,50.0,34.0,6.0,14.0,ORF,BWI,159,3.0,5.0,0,N,0,,,,,
50865,2008,1,18,5,1805.0,1625,1956.0,1810,WN,3490,N611SW,111.0,105.0,95.0,106.0,100.0,ORF,JAX,543,7.0,9.0,0,N,0,0.0,0.0,6.0,0.0,100.0
50873,2008,1,18,5,2114.0,2035,2321.0,2255,WN,1226,N624SW,127.0,140.0,113.0,26.0,39.0,PBI,BWI,883,4.0,10.0,0,N,0,0.0,0.0,0.0,0.0,26.0
50876,2008,1,18,5,1402.0,1355,1624.0,1635,WN,1138,N704SW,142.0,160.0,127.0,-11.0,7.0,PBI,ISP,1052,5.0,10.0,0,N,0,,,,,
50879,2008,1,18,5,1529.0,1520,1754.0,1755,WN,2449,N318SW,145.0,155.0,123.0,-1.0,9.0,PBI,PHL,951,13.0,9.0,0,N,0,,,,,
50885,2008,1,18,5,1059.0,1045,1414.0,1415,WN,1309,N403WN,135.0,150.0,126.0,-1.0,14.0,PDX,ABQ,1111,3.0,6.0,0,N,0,,,,,
50886,2008,1,18,5,1358.0,1340,1559.0,1545,WN,1130,N632SW,61.0,65.0,49.0,14.0,18.0,PDX,BOI,344,2.0,10.0,0,N,0,,,,,
50887,2008,1,18,5,1725.0,1645,1925.0,1845,WN,1401,N674AA,60.0,60.0,46.0,40.0,40.0,PDX,BOI,344,3.0,11.0,0,N,0,0.0,0.0,0.0,0.0,40.0
50890,2008,1,18,5,2104.0,2050,2202.0,2150,WN,1231,N703SW,58.0,60.0,42.0,12.0,14.0,PDX,GEG,279,4.0,12.0,0,N,0,,,,,
50892,2008,1,18,5,1649.0,1635,1743.0,1735,WN,2612,N366SW,54.0,60.0,45.0,8.0,14.0,PDX,GEG,279,3.0,6.0,0,N,0,,,,,
50894,2008,1,18,5,1507.0,1455,1705.0,1700,WN,273,N658SW,118.0,125.0,106.0,5.0,12.0,PDX,LAS,762,5.0,7.0,0,N,0,,,,,
50898,2008,1,18,5,657.0,650,1238.0,1245,WN,214,N713SW,221.0,235.0,208.0,-7.0,7.0,PDX,MDW,1751,5.0,8.0,0,N,0,,,,,
50899,2008,1,18,5,1358.0,1345,1935.0,1935,WN,3948,N239WN,217.0,230.0,204.0,0.0,13.0,PDX,MDW,1751,4.0,9.0,0,N,0,,,,,
50902,2008,1,18,5,1359.0,1350,1522.0,1530,WN,1303,N511SW,83.0,100.0,73.0,-8.0,9.0,PDX,OAK,543,3.0,7.0,0,N,0,,,,,
50903,2008,1,18,5,1133.0,1125,1306.0,1305,WN,1605,N311SW,93.0,100.0,79.0,1.0,8.0,PDX,OAK,543,5.0,9.0,0,N,0,,,,,
50904,2008,1,18,5,1811.0,1750,1942.0,1935,WN,3062,N412WN,91.0,105.0,76.0,7.0,21.0,PDX,OAK,543,6.0,9.0,0,N,0,,,,,
50907,2008,1,18,5,1051.0,1035,1411.0,1405,WN,1227,N310SW,140.0,150.0,128.0,6.0,16.0,PDX,PHX,1009,5.0,7.0,0,N,0,,,,,
50908,2008,1,18,5,1557.0,1545,1913.0,1920,WN,1298,N488WN,136.0,155.0,123.0,-7.0,12.0,PDX,PHX,1009,6.0,7.0,0,N,0,,,,,
50910,2008,1,18,5,1140.0,1130,1249.0,1250,WN,1566,N370SW,69.0,80.0,60.0,-1.0,10.0,PDX,RNO,444,4.0,5.0,0,N,0,,,,,
50911,2008,1,18,5,1611.0,1605,1718.0,1725,WN,3411,N615SW,67.0,80.0,57.0,-7.0,6.0,PDX,RNO,444,4.0,6.0,0,N,0,,,,,
50914,2008,1,18,5,2037.0,1945,2210.0,2130,WN,1575,N674AA,93.0,105.0,83.0,40.0,52.0,PDX,SJC,569,3.0,7.0,0,N,0,2.0,0.0,0.0,0.0,38.0
50919,2008,1,18,5,1844.0,1805,2114.0,2050,WN,1839,N341SW,90.0,105.0,81.0,24.0,39.0,PDX,SLC,630,3.0,6.0,0,N,0,6.0,0.0,0.0,0.0,18.0
50924,2008,1,18,5,1628.0,1600,1740.0,1725,WN,1853,N221WN,72.0,85.0,62.0,15.0,28.0,PDX,SMF,479,4.0,6.0,0,N,0,15.0,0.0,0.0,0.0,0.0
50925,2008,1,18,5,1915.0,1850,2031.0,2015,WN,2359,N311SW,76.0,85.0,64.0,16.0,25.0,PDX,SMF,479,4.0,8.0,0,N,0,4.0,0.0,0.0,0.0,12.0
